Product_id,Discounted price,Actual price,Discount %,Rating,Rating count,User id,savings,total revenue,top rating products,top  20  products  by revenue,
B07JW9H4J859,"$3,999.00","$16,999.00",76%,4.30,"17,162",AGXE2OEXIRBIE4WCKGQYVF4ZY5OQ,"$13,000.00","$68,630,838.00",high rated,,
B07JW9H4J86,"$3,999.00","$4,332.96",8%,3.50,"21,762",AGBFUWHPPCGWJDR6B4OMKVTJXAMA,$333.96,"$87,026,238.00",need_improvement,,
B07JW9H4J854,"$3,799.00","$5,299.00",28%,3.50,"1,641",AEWRRSZJ7PFNPLN3PDWMWQJ2UEIA,"$1,500.00","$6,234,159.00",need_improvement,,
B07JW9H4J852,"$3,600.00","$6,190.00",42%,4.30,"11,924",AGWRDM5YZKAAJ46Y2NUJSMCFD2RQ,"$2,590.00","$42,926,400.00",high rated,,
B07JW9H4J851,"$3,599.00","$7,950.00",55%,4.20,136,AELCV26DAB56JEU7CL2LUTR2TYKA,"$4,351.00","$489,464.00",high rated,,
B07JW9H4J850,"$3,499.00","$5,795.00",40%,3.90,"25,340",AGD2UEWN67Y75EOCKEJE7TSOKPDA,"$2,296.00","$88,664,660.00",need_improvement,,
B07JW9H4J85,"$3,498.00","$3,875.00",10%,3.40,"12,185",AECBOMQMFPCFZ2YYN5SAQTT52Q5A,$377.00,"$42,623,130.00",need_improvement,,
B07JW9H4J849,"$3,307.00","$6,100.00",46%,4.30,"2,515",AEY6PEMQ7DII44WSUSC67JEWDE3A,"$2,793.00","$8,317,105.00",high rated,,
B07JW9H4J848,"$3,303.00","$4,699.00",30%,4.40,"13,544",AHODVRQWWJ6ZANKRQMUTC2XAP7DA,"$1,396.00","$44,735,832.00",high rated,,
B07JW9H4J847,"$3,299.00","$4,100.00",20%,3.90,"15,783",AHM4ZOXDCO5UNP4WQUXKP4NWX64A,$801.00,"$52,068,117.00",need_improvement,,
B07JW9H4J846,"$3,229.00","$5,295.00",39%,4.20,"39,724",AGYTFOW77SU6CYA7L2ID3IYBWMLA,"$2,066.00","$128,268,796.00",high rated,,
B07JW9H4J845,"$3,190.00","$4,195.00",24%,4.00,"1,282",AFFEE53W5EYO6PULAOG7PB3ROPMQ,"$1,005.00","$4,089,580.00",high rated,,
B07JW9H4J839,"$2,999.00","$7,990.00",62%,4.10,"48,449",AEJQT5NMTAM2ZRPQDNGLOL6NTKRQ,"$4,991.00","$145,298,551.00",high rated,,
B07JW9H4J84,"$2,999.00","$7,990.00",62%,4.10,154,AHMAO37N3VRBQR5QXRATTM75KHAQ,"$4,991.00","$461,846.00",high rated,,
B07JW9H4J840,"$2,999.00","$9,999.00",70%,4.20,"20,879",AEZRH2UWC5CQXUVLFUEAYAPXDFGQ,"$7,000.00","$62,616,121.00",high rated,,
B07JW9H4J841,"$2,999.00","$5,999.00",50%,4.10,"7,148",AF7IXQKBUL6NEIQG4R53LMJJUGXQ,"$3,000.00","$21,436,852.00",high rated,,
B07JW9H4J842,"$2,999.00","$11,999.00",75%,4.40,768,AG7MI6MZP3GMUTO65QNUR25VP7VA,"$9,000.00","$2,303,232.00",high rated,,
B07JW9H4J843,"$2,999.00","$7,990.00",62%,4.10,"48,448",AGMYVYGTIGHQQDKROQZHYI67AW2Q,"$4,991.00","$145,295,552.00",high rated,,
B07JW9H4J844,"$2,999.00","$9,999.00",70%,4.20,"20,881",AEACCLBAYRCRJLUMTQVS5JSOYYVA,"$7,000.00","$62,622,119.00",high rated,,
B07JW9H4J837,"$2,998.00","$5,999.00",50%,4.10,"5,179",AFZECWTOM2GUH3T67XW26DXUIJNA,"$3,001.00","$15,526,642.00",high rated,,
B07JW9H4J838,"$2,998.00","$5,999.00",50%,4.10,"5,179",AHI7MFQMUC5N6DRDGTYZPAKPWF2A,"$3,001.00","$15,526,642.00",high rated,,
B07JW9H4J836,"$2,799.00","$6,499.00",57%,4.10,"38,879",AGH2D3JCXGY6SY5ZWKOIDELCLUQA,"$3,700.00","$108,822,321.00",high rated,,
B07JW9H4J835,"$2,699.00","$3,500.00",23%,3.50,621,AFLKEO2K6COQHU2DXPFV54VSZYDQ,$801.00,"$1,676,079.00",need_improvement,,
B07JW9H4J834,"$2,649.00","$3,499.00",24%,4.50,"1,271",AFGFQJHNRDFOHITQCVI57A5AVAGA,$850.00,"$3,366,879.00",high rated,,
B07JW9H4J833,"$2,640.00","$3,195.00",17%,4.50,"16,146",AFM4A33L64TPLILW4OHTSKRZR3NQ,$555.00,"$42,625,440.00",high rated,,
B07JW9H4J83,"$2,599.00","$2,999.00",13%,3.90,"14,266",AEILGA3FG3TQAYO3EITLHUVI6MCA,$400.00,"$37,077,334.00",need_improvement,,
B07JW9H4J830,"$2,599.00","$6,999.00",63%,4.50,"1,526",AH4RET52ZMGRWFVZDYIC3ANTDNZA,"$4,400.00","$3,966,074.00",high rated,,
B07JW9H4J831,"$2,599.00","$6,999.00",63%,4.50,"1,526",AHXQPNDQMOD2RJE2S6KG3CM6QRXA,"$4,400.00","$3,966,074.00",high rated,,
B07JW9H4J832,"$2,599.00","$5,890.00",56%,4.10,"21,783",AGGPBIDY2R3EUF2WDFJDCB27YWUA,"$3,291.00","$56,614,017.00",high rated,,
B07JW9H4J829,"$2,595.00","$3,295.00",21%,4.40,"22,618",AHELT4VFJYRAZDGAQPKJRJNHBTEA,$700.00,"$58,693,710.00",high rated,,
B07JW9H4J818,"$2,499.00","$5,999.00",58%,3.70,828,AH6SGND2YZGJPEXEPAT6XTKVRWLQ,"$3,500.00","$2,069,172.00",need_improvement,,
B07JW9H4J819,"$2,499.00","$7,990.00",69%,4.10,154,AFUGDQG5WBWBZJE2NX2OICO3UFWA,"$5,491.00","$384,846.00",high rated,,
B07JW9H4J82,"$2,499.00","$2,999.00",17%,4.10,"3,156",AEJYXUANEWSM2G7VHRZDANCYLPYQ,$500.00,"$7,886,844.00",high rated,,
B07JW9H4J820,"$2,499.00","$4,999.00",50%,4.40,"35,024",AHJ3EGCWYQPUL4CX3MXHWDERT7HA,"$2,500.00","$87,524,976.00",high rated,,
B07JW9H4J821,"$2,499.00","$3,299.00",24%,4.20,"93,112",AF33NXAARAF2D6VUOBSIWL5CV5MA,$800.00,"$232,686,888.00",high rated,,
B07JW9H4J822,"$2,499.00","$4,999.00",50%,3.90,"7,571",AEEFUBM5UGOQDCGWGY6JORVEO5QA,"$2,500.00","$18,919,929.00",need_improvement,,
B07JW9H4J823,"$2,499.00","$9,999.00",75%,4.10,"42,139",AETGW4KBMIJPPNVLPKB7R7O3FSQQ,"$7,500.00","$105,305,361.00",high rated,,
B07JW9H4J824,"$2,499.00","$5,999.00",58%,4.10,"5,852",AHF3WL6GGYYJSX6HUJCDG67S4EYQ,"$3,500.00","$14,624,148.00",high rated,,
B07JW9H4J825,"$2,499.00","$9,999.00",75%,4.00,"9,090",AE3T4QKW5KPNX5VAVCS5K43WSESQ,"$7,500.00","$22,715,910.00",high rated,,
B07JW9H4J826,"$2,499.00","$5,999.00",58%,4.10,"38,879",AESRBPLU5VWDLZIS34S4MGRGXOHA,"$3,500.00","$97,158,621.00",high rated,,
B07JW9H4J827,"$2,499.00","$3,999.00",38%,4.40,"12,679",AECYTJD5MC5XGEX75UZY6T64WX5A,"$1,500.00","$31,684,821.00",high rated,,
B07JW9H4J828,"$2,499.00","$3,945.00",37%,3.80,"2,732",AEQX3KIYFY6RCTFIX2J76NVKPF3Q,"$1,446.00","$6,827,268.00",need_improvement,,
B07JW9H4J817,"$2,490.00","$3,990.00",38%,4.10,"3,606",AHMTCI6WVIFQLBPVV775QDEU32MA,"$1,500.00","$8,978,940.00",high rated,,
B07JW9H4J813,"$2,299.00","$3,999.00",43%,3.80,282,AF4MVO4JNFDEPWFKZO62OAJKRIWA,"$1,700.00","$648,318.00",need_improvement,,
B07JW9H4J814,"$2,299.00","$7,990.00",71%,4.20,"69,622",AFQ7AUYJOIE2HH63KIUQK45ENQ2A,"$5,691.00","$160,060,978.00",high rated,,
B07JW9H4J815,"$2,299.00","$7,990.00",71%,4.20,"69,619",AH6LPYJT5UBJ7CIEWVHDCNQAGWZQ,"$5,691.00","$160,054,081.00",high rated,,
B07JW9H4J816,"$2,299.00","$7,500.00",69%,4.10,"5,554",AHKRBVYCV4TUHOZIMGK4H55YGMFQ,"$5,201.00","$12,768,646.00",high rated,,
B07JW9H4J810,"$2,199.00","$9,999.00",78%,4.20,"29,471",AFPMBWVYFY6T7W3RZXDGZUPYNKPA,"$7,800.00","$64,806,729.00",high rated,,
B07JW9H4J811,"$2,199.00","$9,999.00",78%,4.20,"29,472",AGO5SRT3ESLNL5WTRQFD5BSIYPQA,"$7,800.00","$64,808,928.00",high rated,,
B07JW9H4J812,"$2,199.00","$9,999.00",78%,4.20,"29,478",AGSPAJCL6J6YDXIAPE76RI7HR5AA,"$7,800.00","$64,822,122.00",high rated,,
B07JW9H4J81,"$2,179.00","$3,999.00",46%,4.00,"8,380",AHFX3A6IT3PFKH3WJU3BRCMOAOIA,"$1,820.00","$18,260,020.00",high rated,,
B07JW9H4J809,"$2,148.00","$3,645.00",41%,4.10,"31,388",AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,"$1,497.00","$67,421,424.00",high rated,,
B07JW9H4J806,"$2,099.00","$5,999.00",65%,4.30,"17,129",AFZQFX2T6G3DRQ5VN2RLQHKHN7OQ,"$3,900.00","$35,953,771.00",high rated,,
B07JW9H4J807,"$2,099.00","$5,999.00",65%,4.30,"17,129",AF7KVNWBD7JWYLKGKXBYJ5O7RQ4Q,"$3,900.00","$35,953,771.00",high rated,,
B07JW9H4J808,"$2,099.00","$3,250.00",35%,3.80,"11,213",AEKVPYNV2YHIUCUH64CJDRAYRHTQ,"$1,151.00","$23,536,087.00",need_improvement,,
B07JW9H4J805,"$2,025.00","$5,999.00",66%,4.20,"6,233",AHT4OY427LBXPJRGFTQ7TYZXYHWQ,"$3,974.00","$12,621,825.00",high rated,,
B07JW9H4J790,"$1,999.00","$7,990.00",75%,3.80,"17,831",AG2WVO7W7ODQCKIFZ4EEIQSC5Y7A,"$5,991.00","$35,644,169.00",need_improvement,,
B07JW9H4J791,"$1,999.00","$9,999.00",80%,4.30,"27,696",AEJSMM2J65DGILOOHC24C74VWPBA,"$8,000.00","$55,364,304.00",high rated,,
B07JW9H4J792,"$1,999.00","$3,990.00",50%,4.00,"30,254",AG3EJCPDMWMFHVD75JLK6447GEYQ,"$1,991.00","$60,477,746.00",high rated,,
B07JW9H4J793,"$1,999.00","$7,990.00",75%,3.80,"17,831",AEGEOVAES62OFGQTSPSDSQ5U7SHA,"$5,991.00","$35,644,169.00",need_improvement,,
B07JW9H4J794,"$1,999.00","$7,990.00",75%,3.80,"17,831",AH5ZFNLZLJW24YKDQMDHCWGT3MLA,"$5,991.00","$35,644,169.00",need_improvement,,
B07JW9H4J795,"$1,999.00","$7,990.00",75%,3.80,"17,833",AGQOIAAECVPLYNBEMZOCS6GKZWDA,"$5,991.00","$35,648,167.00",need_improvement,,
B07JW9H4J796,"$1,999.00","$4,999.00",60%,3.90,"7,571",AEPLUJYB5UT2XVP7A2NSNSCOCVLA,"$3,000.00","$15,134,429.00",need_improvement,,
B07JW9H4J797,"$1,999.00","$9,999.00",80%,4.30,"27,704",AGK3NNXG44TLWHYTJ2OAY4JMD3VA,"$8,000.00","$55,380,296.00",high rated,,
B07JW9H4J798,"$1,999.00","$8,499.00",76%,4.30,240,AFR7NDA6QYOPSCNJIDXRDRHJIYXA,"$6,500.00","$479,760.00",high rated,,
B07JW9H4J799,"$1,999.00","$3,999.00",50%,4.00,"30,254",AE5JR5HPVSNYE3USXPC5DD5QZPEQ,"$2,000.00","$60,477,746.00",high rated,,
B07JW9H4J80,"$1,999.00","$4,999.00",60%,4.10,"10,689",AFCNMPYF3HBJZ3FYMKXQAMR55OSA,"$3,000.00","$21,367,311.00",high rated,,
B07JW9H4J800,"$1,999.00","$2,999.00",33%,4.30,"63,899",AEVZ5C4WDFLWANNAZDB3Q33OK6JQ,"$1,000.00","$127,734,101.00",high rated,,
B07JW9H4J801,"$1,999.00","$9,999.00",80%,3.70,"1,986",AF4RZTGOIDIWKKEFQWE3PIURRV2Q,"$8,000.00","$3,970,014.00",need_improvement,,
B07JW9H4J802,"$1,999.00","$7,999.00",75%,4.20,"31,305",AGOKX4THWIRFYRMYQ5KFQHJZFBLQ,"$6,000.00","$62,578,695.00",high rated,,
B07JW9H4J803,"$1,999.00","$4,700.00",57%,3.80,"1,880",AFJVAVYH2K6VUCTNLA5HZ45VQFKA,"$2,701.00","$3,758,120.00",need_improvement,,
B07JW9H4J804,"$1,999.00","$3,210.00",38%,4.20,"41,349",AFRHROLDDYV3Z75BI2LCW6O6OPTQ,"$1,211.00","$82,656,651.00",high rated,,
B07JW9H4J789,"$1,998.00","$9,999.00",80%,4.30,"27,696",AHFDZC2Q6XYLTF2H645HIE2ABOTA,"$8,001.00","$55,336,608.00",high rated,,
B07JW9H4J79,"$1,998.00","$9,999.00",80%,4.30,"27,709",AG7XDPNSDQFE7CPVN7ODSPVOAD4Q,"$8,001.00","$55,362,582.00",high rated,,
B07JW9H4J788,"$1,995.00","$2,895.00",31%,4.60,"10,760",AHAAD3NPHK6M6MFXLOIIVQSQQBGA,$900.00,"$21,466,200.00",high rated,,
B07JW9H4J785,"$1,990.00","$3,100.00",36%,4.00,897,AEIYWH2ASVIR6LTJ2JBXPQLOUYNA,"$1,110.00","$1,785,030.00",high rated,,
B07JW9H4J786,"$1,990.00","$2,595.00",23%,4.30,"20,398",AGI226GQCKRT4Z3EB3IW3VTJRT6A,$605.00,"$40,592,020.00",high rated,,
B07JW9H4J787,"$1,990.00","$2,999.00",34%,4.30,"14,237",AE5CXOIK2XJRKPRSKOXHICJHG3UQ,"$1,009.00","$28,331,630.00",high rated,,
B07JW9H4J784,"$1,989.00","$3,500.00",43%,4.40,"67,260",AGQBRQKHB6V2GKNP5NQCBG3TZFPQ,"$1,511.00","$133,780,140.00",high rated,,
B07JW9H4J783,"$1,969.00","$5,000.00",61%,4.10,"4,927",AHZFKWGDBRQKNMNQ4ZPL52OZBRKA,"$3,031.00","$9,701,263.00",high rated,,
B07JW9H4J782,"$1,898.00","$4,999.00",62%,4.10,"10,689",AFJ4ZH2VBT7VFHQNRMCEX2L2LBUA,"$3,101.00","$20,287,722.00",high rated,,
B07JW9H4J781,"$1,890.00","$5,490.00",66%,4.10,"10,976",AFS5PZPVKEP3UJSDPRPDIR2MKGHA,"$3,600.00","$20,744,640.00",high rated,,
B07JW9H4J78,"$1,889.00","$5,499.00",66%,4.20,"49,551",AETNDYMC3FBFMJOQYVSXMVMKDKSQ,"$3,610.00","$93,601,839.00",high rated,,
B07JW9H4J780,"$1,889.00","$2,699.00",30%,4.30,"17,394",AH2MRKVSHAWAMAXALBY6VSDCFMSA,$810.00,"$32,857,266.00",high rated,,
B07JW9H4J779,"$1,850.00","$4,500.00",59%,4.00,184,AHPK4PXDZS4FBECPMPFQOZRLDPAA,"$2,650.00","$340,400.00",high rated,,
B07JW9H4J778,"$1,815.00","$3,100.00",41%,4.50,"92,925",AF6LIODHEVBNHSICH65AHW3Q5K6Q,"$1,285.00","$168,658,875.00",high rated,,
B07JW9H4J762,"$1,799.00","$19,999.00",91%,4.20,"13,937",AGGXWYRLPMULBPR7OXPEV6SNOMIQ,"$18,200.00","$25,072,663.00",high rated,,
B07JW9H4J763,"$1,799.00","$19,999.00",91%,4.20,"13,937",AH3HLGFYASB5KSFZRSQVOQF5BKKA,"$18,200.00","$25,072,663.00",high rated,,
B07JW9H4J764,"$1,799.00","$19,999.00",91%,4.20,"13,937",AFWOX5BA5QS5TCVTNV3EHQXOSCLQ,"$18,200.00","$25,072,663.00",high rated,,
B07JW9H4J765,"$1,799.00","$19,999.00",91%,4.20,"13,937",AHUKIXVRPVVYYRQOUGWBDYO7RFDQ,"$18,200.00","$25,072,663.00",high rated,,
B07JW9H4J766,"$1,799.00","$19,999.00",91%,4.20,"13,937",AFEMYJODFSKRPR4XTYKCPXMCO4YA,"$18,200.00","$25,072,663.00",high rated,,
B07JW9H4J767,"$1,799.00","$2,499.00",28%,4.10,"18,678",AGORBC2ADNWTLGRWKCZRO7GOG7RQ,$700.00,"$33,601,722.00",high rated,,
B07JW9H4J768,"$1,799.00","$6,990.00",74%,4.00,"26,880",AEKLUZARDMPMWERNPZFR6JD3BYBA,"$5,191.00","$48,357,120.00",high rated,,
B07JW9H4J769,"$1,799.00","$3,999.00",55%,4.60,245,AG6FYUMRVTFM4OWVDHQF4KDQXG3Q,"$2,200.00","$440,755.00",high rated,,
B07JW9H4J77,"$1,799.00","$7,990.00",77%,3.80,"17,833",AEGWP42GIGIOVDTY5DG2A6E4AY5Q,"$6,191.00","$32,081,567.00",need_improvement,,
B07JW9H4J770,"$1,799.00","$2,499.00",28%,4.10,"18,678",AEAJ3Z2IULDDDQC7KCSUIC62M3GA,$700.00,"$33,601,722.00",high rated,,
B07JW9H4J771,"$1,799.00","$4,999.00",64%,4.10,"55,192",AGYLPG3HSE4P53V3EB3MKLQ7KLTQ,"$3,200.00","$99,290,408.00",high rated,,
B07JW9H4J772,"$1,799.00","$3,999.00",55%,3.90,"3,517",AHMBY2YCZ6C6D5ZPODSHKAMFGXJQ,"$2,200.00","$6,327,083.00",need_improvement,,
B07JW9H4J773,"$1,799.00","$6,990.00",74%,4.00,"26,880",AEWW4RY2BE6FRKM6CVAJ2Z4ZTR7Q,"$5,191.00","$48,357,120.00",high rated,,
B07JW9H4J774,"$1,799.00","$4,990.00",64%,4.20,"41,226",AETWBQWWSOPB4VOZOE6DGW5XCJWA,"$3,191.00","$74,165,574.00",high rated,,
B07JW9H4J775,"$1,799.00","$2,911.00",38%,4.30,"20,342",AFTXFDZKRU76YNC2ZIWIBDVQUPNQ,"$1,112.00","$36,595,258.00",high rated,,
B07JW9H4J776,"$1,799.00","$3,999.00",55%,4.60,245,AHVHHPNIDA6XPCW2ODA2IHXUHZYA,"$2,200.00","$440,755.00",high rated,,
B07JW9H4J777,"$1,799.00","$3,595.00",50%,3.80,"9,791",AHJT2MQLGOFNAFFNLLJGIYO5LT5Q,"$1,796.00","$17,614,009.00",need_improvement,,
B07JW9H4J760,"$1,792.00","$3,500.00",49%,4.50,"26,194",AE23RS3W7GZO7LHYKJU6KSKVM4MQ,"$1,708.00","$46,939,648.00",high rated,,
B07JW9H4J76,"$1,709.00","$4,000.00",57%,4.40,"3,029",AFN56JFPWCIQUPBWBBKRTB5ACQFQ,"$2,291.00","$5,176,561.00",high rated,,
B07JW9H4J755,"$1,699.00","$2,999.00",43%,4.40,"24,780",AEG3HYLEKKRSE4WITBF2CB2GIAXQ,"$1,300.00","$42,101,220.00",high rated,,
B07JW9H4J756,"$1,699.00","$3,999.00",58%,4.20,"25,488",AFPBB55ERBMYZ772BNASND7FMW5A,"$2,300.00","$43,304,112.00",high rated,,
B07JW9H4J757,"$1,699.00","$3,495.00",51%,4.10,"14,371",AFBHLRTSYYAZ2IGMVF2BNV6ZPG3A,"$1,796.00","$24,416,329.00",high rated,,
B07JW9H4J758,"$1,699.00","$3,499.00",51%,3.60,"7,689",AHRDA66XO63XYCBZJMW4EUJN3BFQ,"$1,800.00","$13,063,611.00",need_improvement,,
B07JW9H4J759,"$1,699.00","$3,193.00",47%,3.80,"54,032",AGSOQRGXBG47F35QN7GIZU6WKZ6A,"$1,494.00","$91,800,368.00",need_improvement,,
B07JW9H4J754,"$1,679.00","$1,999.00",16%,4.10,"72,563",AGRJZJKWKIE573KM5FWPOH4F7YCA,$320.00,"$121,833,277.00",high rated,,
B07JW9H4J753,"$1,665.00","$2,099.00",21%,4.00,"14,368",AFXT4M4YZCGYWUG22BMXEOB7VUOA,$434.00,"$23,922,720.00",high rated,,
B07JW9H4J752,"$1,625.00","$2,995.00",46%,4.50,"23,484",AEHI7PMP7HHH3BIMEMM4D6XKJC2Q,"$1,370.00","$38,161,500.00",high rated,,
B07JW9H4J751,"$1,614.00","$1,745.00",8%,4.30,"37,974",AGR7UFLFQ3KUH7644ARDPSSYAZ2Q,$131.00,"$61,290,036.00",high rated,,
B07JW9H4J741,"$1,599.00","$2,999.00",47%,4.20,"2,727",AFZBEV4BOWGRSEH2PK7D65ZW66PA,"$1,400.00","$4,360,473.00",high rated,,
B07JW9H4J742,"$1,599.00","$1,999.00",20%,4.40,"1,951",AH6QHRMENKX6PFBXHEVDIWEKJSKA,$400.00,"$3,119,649.00",high rated,,
B07JW9H4J743,"$1,599.00","$3,999.00",60%,4.00,"30,254",AFSRFIJ7SMY5WDUSEHB4FW3ZJHBQ,"$2,400.00","$48,376,146.00",high rated,,
B07JW9H4J744,"$1,599.00","$4,999.00",68%,4.00,"67,950",AEHQYGI5L4FFALBMC5XMT5KXSZCA,"$3,400.00","$108,652,050.00",high rated,,
B07JW9H4J745,"$1,599.00","$3,499.00",54%,4.00,"36,384",AGKET6EBMS4XL3NJXMR2JOPTFO5A,"$1,900.00","$58,178,016.00",high rated,,
B07JW9H4J746,"$1,599.00","$2,599.00",38%,4.30,"1,801",AGVFCAHYGUUYGNODPT4TQQXTUGHQ,"$1,000.00","$2,879,799.00",high rated,,
B07JW9H4J747,"$1,599.00","$3,999.00",60%,4.00,"30,254",AE376Y5V3WTFCERMS7ZVYUZCFNUQ,"$2,400.00","$48,376,146.00",high rated,,
B07JW9H4J748,"$1,599.00","$4,999.00",68%,4.00,"67,951",AEYGIH4DOWVSDCW5NMBO5B66JC5A,"$3,400.00","$108,653,649.00",high rated,,
B07JW9H4J749,"$1,599.00","$3,490.00",54%,3.70,676,AENY7MQ3WUVPIJ5I5GPDPMC3NKPA,"$1,891.00","$1,080,924.00",need_improvement,,
B07JW9H4J75,"$1,599.00","$2,790.00",43%,3.60,"2,272",AENPIPI2T7E6R4HKOBKZAQFCJZUQ,"$1,191.00","$3,632,928.00",need_improvement,,
B07JW9H4J750,"$1,599.00","$3,599.00",56%,4.20,"16,182",AEIDEFLG7JQYBGDO37SBXCH7B5KQ,"$2,000.00","$25,875,018.00",high rated,,
B07JW9H4J740,"$1,598.00","$2,990.00",47%,3.80,"11,015",AFZ7BSWDEUCVHARR4CX2UCO5VZEA,"$1,392.00","$17,601,970.00",need_improvement,,
B07JW9H4J74,"$1,565.00","$2,999.00",48%,4.00,"11,113",AFM3U2B3HNE4E5JV4Z6K7WD3LRUQ,"$1,434.00","$17,391,845.00",high rated,,
B07JW9H4J739,"$1,549.00","$2,495.00",38%,4.40,"15,137",AGJ2FUFEZ6Y65C3CZA6XJ4J74NFA,$946.00,"$23,447,213.00",high rated,,
B07JW9H4J738,"$1,529.00","$2,399.00",36%,4.30,"68,409",AG2KSOZBBZY3A37U4Q273OYH2IAQ,$870.00,"$104,597,361.00",high rated,,
B07JW9H4J735,"$1,519.00","$1,899.00",20%,4.40,"19,763",AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,$380.00,"$30,019,997.00",high rated,,
B07JW9H4J736,"$1,519.00","$3,499.00",57%,4.30,408,AEJS5FT3PUYMZ27UQBFICD2YXDQA,"$1,980.00","$619,752.00",high rated,,
B07JW9H4J734,"$1,500.00","$1,500.00",0%,4.40,"25,996",AFCPQ5WS6XHYA7PKRTOCC7TRJWHA,$0.00,"$38,994,000.00",high rated,,
B07JW9H4J717,"$1,499.00","$3,999.00",63%,3.70,37,AFWKYTQRPXNGB7RII7ZH7EABC7EA,"$2,500.00","$55,463.00",need_improvement,,
B07JW9H4J718,"$1,499.00","$1,999.00",25%,4.40,"1,951",AF42E36WI766TJEIU3A43B5SKHDA,$500.00,"$2,924,549.00",high rated,,
B07JW9H4J72,"$1,499.00","$6,990.00",79%,3.90,"21,796",AEIOP36AQPGVLNNTDXHSUSVIRO3A,"$5,491.00","$32,672,204.00",need_improvement,,
B07JW9H4J720,"$1,499.00","$2,499.00",40%,4.30,"15,970",AGNJW4JB3SQZZEVJCOR6EXOTNMOQ,"$1,000.00","$23,939,030.00",high rated,,
B07JW9H4J721,"$1,499.00","$7,999.00",81%,4.20,"22,636",AFUDD2HQICGHV2X6MXURZJ3FFKTQ,"$6,500.00","$33,931,364.00",high rated,,
B07JW9H4J722,"$1,499.00","$6,990.00",79%,3.90,"21,796",AH2OGGTXFZ6MSSCZB7IRRZPFOJLA,"$5,491.00","$32,672,204.00",need_improvement,,
B07JW9H4J723,"$1,499.00","$6,990.00",79%,3.90,"21,796",AEJGZNKM5ZGH6UY2YX537NWNWYDQ,"$5,491.00","$32,672,204.00",need_improvement,,
B07JW9H4J724,"$1,499.00","$4,999.00",70%,4.00,"92,588",AEWM6BXJQ76ZA3JH3TEG3ORMEDCA,"$3,500.00","$138,789,412.00",high rated,,
B07JW9H4J725,"$1,499.00","$9,999.00",85%,4.20,"22,638",AFCKVOFM46DHVEVU7M4ABUCXDLLQ,"$8,500.00","$33,934,362.00",high rated,,
B07JW9H4J726,"$1,499.00","$7,999.00",81%,4.20,"22,638",AGYALNUKBTA6RNY7Z2SC3VH2JT2Q,"$6,500.00","$33,934,362.00",high rated,,
B07JW9H4J727,"$1,499.00","$6,990.00",79%,3.90,"21,797",AGSYXGAGS3QPCXMCULCHPZHVZY3A,"$5,491.00","$32,673,703.00",need_improvement,,
B07JW9H4J728,"$1,499.00","$7,999.00",81%,4.20,"22,638",AEKIHWXMZFS67F2COXCDUERH5PXQ,"$6,500.00","$33,934,362.00",high rated,,
B07JW9H4J729,"$1,499.00","$8,999.00",83%,3.70,"28,324",AE2XBDOYDMXVHS6NWFKR363SXNEQ,"$7,500.00","$42,457,676.00",need_improvement,,
B07JW9H4J73,"$1,499.00","$2,999.00",50%,3.70,"87,798",AGIQYUS55MG4UWXTEF4PRMPZWPQA,"$1,500.00","$131,609,202.00",need_improvement,,
B07JW9H4J730,"$1,499.00","$4,999.00",70%,4.00,"92,588",AGRDTPMUHWAPVCLIT32C7WW2V6JA,"$3,500.00","$138,789,412.00",high rated,,
B07JW9H4J731,"$1,499.00","$2,999.00",50%,4.50,"8,656",AH7ZFZAWQV5VTWQHLXZYDGFDNJGQ,"$1,500.00","$12,975,344.00",high rated,,
B07JW9H4J732,"$1,499.00","$3,999.00",63%,4.20,"42,775",AENFBKCVXFCSNELMZME3E3W7WNOA,"$2,500.00","$64,119,725.00",high rated,,
B07JW9H4J733,"$1,499.00","$2,999.00",50%,4.10,"25,262",AH6EYS5AIDI7KYTTTFTZZHH433UA,"$1,500.00","$37,867,738.00",high rated,,
B07JW9H4J715,"$1,495.00","$1,995.00",25%,4.30,"7,241",AG4CULPDENY6NXR67DNAQU5VM42Q,$500.00,"$10,825,295.00",high rated,,
B07JW9H4J716,"$1,495.00","$1,995.00",25%,4.50,"10,541",AHNDW5VKSMBFMC7T34ASEI7Y3GZA,$500.00,"$15,758,795.00",high rated,,
B07JW9H4J712,"$1,490.00","$2,295.00",35%,4.60,"10,652",AF5OHXMN4BMFYFBAHRA3KF55LEMQ,$805.00,"$15,871,480.00",high rated,,
B07JW9H4J713,"$1,490.00","$1,990.00",25%,4.10,"98,250",AF4PTAVL6VZB5QTMNHLKUQ3LMZLA,$500.00,"$146,392,500.00",high rated,,
B07JW9H4J714,"$1,490.00","$1,695.00",12%,4.40,"3,543",AGBNLIOKIT72A2TBLG6A35XUEIMQ,$205.00,"$5,279,070.00",high rated,,
B07JW9H4J711,"$1,464.00","$1,650.00",11%,4.10,"14,120",AFDTW4TES6JHT7YJUXKDFQJPRZXQ,$186.00,"$20,671,680.00",high rated,,
B07JW9H4J710,"$1,439.00","$2,890.00",50%,4.50,"4,099",AFENRIT42SOS4O7C4PHSKJNNWIWA,"$1,451.00","$5,898,461.00",high rated,,
